region,name,number,gender,birthYear,party,number of votes,percentage of votes,elected,incumbent,type of election,identity
雲林縣選舉區,高金郎,2,男,1940,建國黨,730,0.21%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,陳憲中,3,男,1948,民主進步黨,34226,9.78%,*,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,林國華,4,男,1935,民主進步黨,29034,8.30%,,是,第 06 屆 立法委員選舉,區域
雲林縣選舉區,曾蔡美佐,5,女,1945,無,20310,5.81%,,是,第 06 屆 立法委員選舉,區域
雲林縣選舉區,許舒博,6,男,1963,中國國民黨,39233,11.21%,*,是,第 06 屆 立法委員選舉,區域
雲林縣選舉區,劉調銅,7,男,1949,無,483,0.14%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,張麗善,8,女,1964,無,51436,14.70%,*,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,廖福本,9,男,1938,無,780,0.22%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,林樹山,10,男,1958,民主進步黨,38313,10.95%,*,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,侯惠仙,11,女,1958,中國國民黨,18021,5.15%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,林明義,12,男,1954,無黨團結聯盟,6256,1.79%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,蔡桓生,13,男,1964,無,658,0.19%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,張碩文,14,男,1971,中國國民黨,42221,12.07%,*,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,鄭東來,15,男,1955,無,5347,1.53%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,許樹福,16,男,1969,無,457,0.13%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,吳炳輝,17,男,1967,無,487,0.14%,,否,第 06 屆 立法委員選舉,區域
雲林縣選舉區,尹伶瑛,18,女,1957,台灣團結聯盟,33053,9.45%,*,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,何嘉榮,1,男,1945,台灣團結聯盟,16154,6.45%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,蔡啟芳,2,男,1954,民主進步黨,37815,15.11%,*,是,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,何金松,3,男,1943,無黨團結聯盟,7909,3.16%,,是,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,何慶紋,4,男,1970,中國國民黨,22442,8.97%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,李清圳,5,男,1948,親民黨,7407,2.96%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,張花冠,6,女,1954,民主進步黨,37281,14.90%,*,是,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,簡泰河,7,男,1954,中國國民黨,6152,2.46%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,許能通,8,男,1953,無,2342,0.94%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,林國慶,9,男,1965,民主進步黨,37602,15.02%,*,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,陳明仁,10,男,1953,無,8737,3.49%,,否,第 06 屆 立法委員選舉,區域
嘉義縣選舉區,翁重鈞,11,男,1955,中國國民黨,66425,26.54%,*,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,侯水盛,1,男,1949,民主進步黨,51289,10.09%,*,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,謝堯政,2,男,1969,無,5800,1.14%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,葉宜津,3,女,1960,民主進步黨,33724,6.64%,*,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,鄭國忠,4,男,1956,民主進步黨,50861,10.01%,*,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,許高瑞,5,男,1972,無,356,0.07%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,洪玉欽,6,男,1943,中國國民黨,43972,8.65%,*,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,郭添財,7,男,1962,中國國民黨,34555,6.80%,,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,郭秀珠,8,女,1959,無,19318,3.80%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,李錚玲,9,女,1958,親民黨,25062,4.93%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,曾信超,10,男,1958,台灣團結聯盟,26066,5.13%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,李全教,11,男,1960,中國國民黨,48706,9.58%,*,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,李俊毅,12,男,1959,民主進步黨,47177,9.28%,*,是,第 06 屆 立法委員選舉,區域
臺南縣選舉區,宋煦光,13,女,1953,中國國民黨,28743,5.66%,,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,李和順,14,男,1952,無黨團結聯盟,48634,9.57%,*,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,黃偉哲,15,男,1963,民主進步黨,43505,8.56%,*,否,第 06 屆 立法委員選舉,區域
臺南縣選舉區,王國棟,16,男,1968,無,398,0.08%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,陳麗惠,1,女,1971,中國國民黨,32767,6.01%,,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,徐志明,2,男,1957,民主進步黨,34366,6.30%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,黃萬全,3,男,1946,台灣團結聯盟,31110,5.71%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,蔡上正,4,男,1962,無,11548,2.12%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,林益世,5,男,1968,中國國民黨,69115,12.68%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,余政道,6,男,1963,民主進步黨,33965,6.23%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,鍾紹和,7,男,1956,親民黨,36405,6.68%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,黃璽文,8,男,1972,無黨團結聯盟,6585,1.21%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,趙良燕,9,女,1954,親民黨,33631,6.17%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,林志隆,10,男,1959,台灣團結聯盟,27297,5.01%,,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,林岱樺,11,女,1972,民主進步黨,51083,9.37%,*,是,第 06 屆 立法委員選舉,區域
高雄縣選舉區,吳光訓,12,男,1950,中國國民黨,56467,10.36%,*,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,顏文章,13,男,1947,民主進步黨,60522,11.10%,*,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,陳景星,14,男,1949,無黨團結聯盟,1695,0.31%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,王金雄,15,男,1952,無,4780,0.88%,,否,第 06 屆 立法委員選舉,區域
高雄縣選舉區,陳啟昱,16,男,1965,民主進步黨,53848,9.88%,*,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,林淵熙,1,男,1949,親民黨,11245,2.86%,,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,邱議瑩,2,女,1971,民主進步黨,31651,8.04%,,是,第 06 屆 立法委員選舉,區域
屏東縣選舉區,林育生,3,男,1957,民主進步黨,40187,10.21%,*,是,第 06 屆 立法委員選舉,區域
屏東縣選舉區,伍錦霖,4,男,1947,中國國民黨,64425,16.36%,*,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,蔡豪,5,男,1958,無黨團結聯盟,50029,12.71%,*,是,第 06 屆 立法委員選舉,區域
屏東縣選舉區,洪輝祥,6,男,1963,無,3046,0.77%,,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,潘孟安,7,男,1963,民主進步黨,53583,13.61%,*,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,廖婉汝,8,女,1960,中國國民黨,50923,12.93%,*,是,第 06 屆 立法委員選舉,區域
屏東縣選舉區,藍群傑,9,男,1959,台灣團結聯盟,37383,9.49%,,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,李景雯,10,男,1928,無,6586,1.67%,,否,第 06 屆 立法委員選舉,區域
屏東縣選舉區,鄭朝明,11,男,1952,民主進步黨,44691,11.35%,*,是,第 06 屆 立法委員選舉,區域
臺東縣選舉區,黃健庭,1,男,1959,中國國民黨,38178,61.59%,*,是,第 06 屆 立法委員選舉,區域
臺東縣選舉區,許瑞貴,2,男,1955,民主進步黨,23551,37.99%,,否,第 06 屆 立法委員選舉,區域
臺東縣選舉區,靳意芳,3,女,1960,無,259,0.42%,,否,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,王廷升,1,男,1965,無,22699,23.70%,,否,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,鍾逸文,2,男,1965,無,12184,12.72%,,否,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,傅崑萁,3,男,1962,親民黨,28761,30.03%,*,是,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,盧博基,4,男,1949,民主進步黨,26257,27.42%,*,是,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,陳榮財,5,男,1945,台灣團結聯盟,3430,3.58%,,否,第 06 屆 立法委員選舉,區域
花蓮縣選舉區,林連明,6,男,1950,無黨團結聯盟,2437,2.54%,,否,第 06 屆 立法委員選舉,區域
澎湖縣選舉區,高植澎,1,男,1954,民主進步黨,14933,39.47%,,否,第 06 屆 立法委員選舉,區域
澎湖縣選舉區,許敬民,2,男,1949,無,250,0.66%,,否,第 06 屆 立法委員選舉,區域
澎湖縣選舉區,林炳坤,3,男,1948,無黨團結聯盟,22650,59.87%,*,是,第 06 屆 立法委員選舉,區域
基隆市選舉區,王拓,1,男,1944,民主進步黨,34129,22.65%,*,是,第 06 屆 立法委員選舉,區域
基隆市選舉區,徐少萍,2,女,1941,中國國民黨,36073,23.94%,*,是,第 06 屆 立法委員選舉,區域
基隆市選舉區,謝國樑,3,男,1975,親民黨,52840,35.07%,*,否,第 06 屆 立法委員選舉,區域
基隆市選舉區,呂美玲,4,女,1964,無,6257,4.15%,,否,第 06 屆 立法委員選舉,區域
基隆市選舉區,王東暉,5,男,1956,台灣團結聯盟,21370,14.18%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,趙福龍,1,男,1955,無,178,0.12%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,柯俊雄,2,男,1945,中國國民黨,40172,27.32%,*,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,廖宏祥,3,男,1960,台灣團結聯盟,27568,18.75%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,曾如美,4,女,1959,無,1028,0.70%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,高正忠,5,男,1959,無,3127,2.13%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,柯建銘,6,男,1951,民主進步黨,37841,25.74%,*,是,第 06 屆 立法委員選舉,區域
新竹市選舉區,鄭正鈐,7,男,1969,無,4364,2.97%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,楊志強,8,男,1966,無,1243,0.85%,,否,第 06 屆 立法委員選舉,區域
新竹市選舉區,呂學樟,9,男,1952,親民黨,31507,21.43%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,史惠群,1,男,1969,無,976,0.25%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,張溫鷹,2,女,1950,無,17764,4.46%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,沈智慧,3,女,1957,親民黨,34726,8.72%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,林忠勝,4,男,1952,無,131,0.03%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,謝明源,5,男,1952,民主進步黨,41483,10.42%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,魏瑞洲,6,男,1960,無,282,0.07%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,盧秀燕,7,女,1961,中國國民黨,50944,12.79%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,蔡錦隆,8,男,1958,中國國民黨,67711,17.01%,*,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,李明憲,9,男,1948,民主進步黨,30865,7.75%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,倪振聽,10,男,1952,無,332,0.08%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,王世勛,11,男,1951,民主進步黨,54912,13.79%,*,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,何敏豪,12,男,1958,台灣團結聯盟,34565,8.68%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,林佩樂,13,女,1967,無黨團結聯盟,7344,1.84%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,劉士州,14,男,1962,無,687,0.17%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,何文海,15,男,1958,無,6464,1.62%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,蘇雲華,16,男,1962,無,570,0.14%,,否,第 06 屆 立法委員選舉,區域
臺中市選舉區,黃義交,17,男,1953,親民黨,38568,9.69%,*,是,第 06 屆 立法委員選舉,區域
臺中市選舉區,陳淑琬,18,女,1973,中國國民黨,9842,2.47%,,否,第 06 屆 立法委員選舉,區域
嘉義市選舉區,凌子楚,1,男,1965,台灣團結聯盟,24211,23.46%,,否,第 06 屆 立法委員選舉,區域
嘉義市選舉區,蔡同榮,2,男,1935,民主進步黨,31193,30.22%,*,是,第 06 屆 立法委員選舉,區域
嘉義市選舉區,黃敏惠,3,女,1959,中國國民黨,47308,45.84%,*,是,第 06 屆 立法委員選舉,區域
嘉義市選舉區,張孟崇,4,男,1960,無黨團結聯盟,495,0.48%,,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,王昱婷,1,女,1973,中國國民黨,49261,15.54%,*,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,王幸男,2,男,1941,民主進步黨,33833,10.68%,*,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,錢林慧君,3,女,1947,台灣團結聯盟,32966,10.40%,,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,曾文宏,4,男,1966,無,192,0.06%,,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,高思博,5,男,1968,親民黨,44004,13.89%,*,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,梁聰榮,6,男,1962,無,471,0.15%,,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,林南生,7,男,1952,中國國民黨,36930,11.65%,*,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,唐碧娥,8,女,1960,民主進步黨,51422,16.23%,*,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,施治明,9,男,1952,無黨團結聯盟,14093,4.45%,,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,蘇南成,10,男,1936,無,7249,2.29%,,否,第 06 屆 立法委員選舉,區域
臺南市選舉區,賴清德,11,男,1959,民主進步黨,45997,14.51%,*,是,第 06 屆 立法委員選舉,區域
臺南市選舉區,林聯輝,12,男,1935,無,477,0.15%,,否,第 06 屆 立法委員選舉,區域
金門縣選舉區,李成義,1,男,1960,無黨團結聯盟,5544,24.70%,,否,第 06 屆 立法委員選舉,區域
金門縣選舉區,吳成典,2,男,1957,新黨,12137,54.07%,*,是,第 06 屆 立法委員選舉,區域
金門縣選舉區,翁明志,3,男,1958,民主進步黨,1329,5.92%,,否,第 06 屆 立法委員選舉,區域
金門縣選舉區,陳清寶,4,男,1955,無,3436,15.31%,,否,第 06 屆 立法委員選舉,區域
連江縣選舉區,曹爾忠,1,男,1954,無,2504,56.26%,*,否,第 06 屆 立法委員選舉,區域
連江縣選舉區,曹原彰,2,男,1948,親民黨,1751,39.34%,,是,第 06 屆 立法委員選舉,區域
連江縣選舉區,林火孟,3,男,1949,民主進步黨,196,4.40%,,否,第 06 屆 立法委員選舉,區域
全國,楊仁福,1,男,1942,中國國民黨,14706,23.25%,*,是,第 06 屆 立法委員選舉,平原
全國,宋進財,2,男,1950,無黨團結聯盟,7015,11.09%,,否,第 06 屆 立法委員選舉,平原
全國,章賢生,3,男,1945,無,472,0.75%,,否,第 06 屆 立法委員選舉,平原
全國,陳瑩,4,女,1972,民主進步黨,8364,13.23%,*,否,第 06 屆 立法委員選舉,平原
全國,王清堅,5,男,1952,無黨團結聯盟,4982,7.88%,,否,第 06 屆 立法委員選舉,平原
全國,廖國棟,6,男,1955,中國國民黨,13304,21.04%,*,是,第 06 屆 立法委員選舉,平原
全國,楊仁煌,7,男,1950,台灣團結聯盟,1061,1.68%,,否,第 06 屆 立法委員選舉,平原
全國,蔡中涵,8,男,1943,親民黨,5292,8.37%,,是,第 06 屆 立法委員選舉,平原
全國,林正二,9,男,1952,親民黨,8045,12.72%,*,是,第 06 屆 立法委員選舉,平原
全國,瓦歷斯．貝林,1,男,1952,無黨團結聯盟,9415,11.54%,,是,第 06 屆 立法委員選舉,山原
全國,曾華德,2,男,1953,中國國民黨,13536,16.59%,*,是,第 06 屆 立法委員選舉,山原
全國,李秀琴,3,女,1954,無,216,0.26%,,否,第 06 屆 立法委員選舉,山原
全國,伍新國,4,男,1952,無,3145,3.85%,,否,第 06 屆 立法委員選舉,山原
全國,高金素梅,5,女,1965,無黨團結聯盟,16284,19.96%,*,是,第 06 屆 立法委員選舉,山原
全國,陳道明,6,男,1947,民主進步黨,5785,7.09%,,是,第 06 屆 立法委員選舉,山原
全國,孔文吉,7,男,1957,中國國民黨,17307,21.21%,*,否,第 06 屆 立法委員選舉,山原
全國,林文生,8,男,1947,台灣團結聯盟,3719,4.56%,,否,第 06 屆 立法委員選舉,山原
全國,林春德,9,男,1947,親民黨,12179,14.93%,*,是,第 06 屆 立法委員選舉,山原
臺北市第1選舉區,李永萍,1,女,1964,親民黨,55029,8.89%,*,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,陳建銘,2,男,1961,台灣團結聯盟,40412,6.53%,*,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,鄭雅文,3,女,1960,無,404,0.07%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,柯賜海,4,男,1956,無,1504,0.24%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,魏憶龍,5,男,1958,無,2712,0.44%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,施台生,6,男,1946,無,451,0.07%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,郁慕明,7,男,1940,新黨,26214,4.23%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,陳池,8,男,1945,無,361,0.06%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,高惠宇,9,女,1947,新黨,6868,1.11%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,蔡正元,10,男,1953,中國國民黨,40075,6.47%,*,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,林瑞圖,11,男,1956,無,23720,3.83%,,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,雷源澎,12,男,1952,無,152,0.02%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,藍世聰,13,男,1956,民主進步黨,31935,5.16%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,羅文嘉,14,男,1966,民主進步黨,56911,9.19%,*,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,陳雪芬,15,女,1957,中國國民黨,17095,2.76%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,黃松雄,16,男,1941,親民黨,3755,0.61%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,丁守中,17,男,1954,中國國民黨,35175,5.68%,,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,卓榮泰,18,男,1959,民主進步黨,42660,6.89%,*,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,陳建銘,19,男,1967,無,592,0.10%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,費鴻泰,20,男,1954,新黨,9905,1.60%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,謝聰敏,21,男,1934,無,3453,0.56%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,李錫真,22,男,1927,無,76,0.01%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,許淵國,23,男,1956,親民黨,37251,6.02%,*,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,王雪峰,24,女,1964,民主進步黨,35271,5.70%,*,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,穆閩珠,25,女,1949,中國國民黨,36175,5.84%,*,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,施明德,26,男,1941,無,24925,4.03%,,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,徐恒忠,27,男,1942,無,62,0.01%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,周振堅,28,男,1949,無,85,0.01%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,楊炳文,29,男,1961,無,205,0.03%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,林重謨,30,男,1947,民主進步黨,48270,7.80%,*,是,第 05 屆立法委員選舉,區域
臺北市第1選舉區,陳達成,31,男,1955,建國黨,434,0.07%,,否,第 05 屆立法委員選舉,區域
臺北市第1選舉區,秦慧珠,32,女,1955,親民黨,36965,5.97%,*,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,沈銀和,1,男,1936,無,1334,0.22%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,張玲,2,女,1953,無,643,0.11%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,賴士葆,3,男,1951,新黨,23116,3.84%,,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,吳茂雄,4,男,1938,台灣團結聯盟,8181,1.36%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,馮滬祥,5,男,1948,新黨,30298,5.03%,,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,龐建國,6,男,1953,親民黨,35767,5.94%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,周柏雅,7,男,1959,民主進步黨,34251,5.69%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,劉昌崙,8,男,1952,無,3073,0.51%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,陳夢榮,9,男,1951,無,268,0.04%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,林郁方,10,男,1951,親民黨,53229,8.84%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,章孝嚴,11,男,1941,中國國民黨,46263,7.68%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,方景鈞,12,男,1930,無,311,0.05%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,王筱嬋,13,女,1962,無,390,0.06%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,陳文茜,14,女,1958,無,40108,6.66%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,段宜康,15,男,1963,民主進步黨,42617,7.08%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,林信賢,16,男,1947,無,263,0.04%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,秦儷舫,17,女,1958,新黨,5499,0.91%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,廖唯懿,18,男,1950,無,211,0.04%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,鄭良,19,女,1940,無,270,0.04%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,李慶安,20,女,1959,親民黨,38154,6.34%,*,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,沈富雄,21,男,1939,民主進步黨,39350,6.53%,*,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,邱國昌,22,男,1946,台灣團結聯盟,11823,1.96%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,梁熾誠,23,男,1959,無,180,0.03%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,陳學聖,24,男,1957,中國國民黨,34915,5.80%,*,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,蔡重吉,25,男,1944,台灣團結聯盟,5403,0.90%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,潘維剛,26,女,1957,中國國民黨,26373,4.38%,,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,張佑如,27,女,1971,無,1196,0.20%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,陳鴻基,28,男,1949,中國國民黨,20053,3.33%,,是,第 05 屆立法委員選舉,區域
臺北市第2選舉區,張耀元,29,男,1948,無,500,0.08%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,黃玉炎,30,男,1949,建國黨,550,0.09%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,傅雲欽,31,男,1954,無,1679,0.28%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,高成炎,32,男,1948,綠黨,1045,0.17%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,白瑄,33,男,1954,無,210,0.03%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,林慶隆,34,男,1952,親民黨,9850,1.64%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,陳文彥,35,男,1962,無,449,0.07%,,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,郭正亮,36,男,1961,民主進步黨,46297,7.69%,*,否,第 05 屆立法委員選舉,區域
臺北市第2選舉區,藍美津,37,女,1944,民主進步黨,38081,6.32%,*,否,第 05 屆立法委員選舉,區域
高雄市第1選區,林進興,1,男,1953,民主進步黨,58019,14.87%,*,否,第 05 屆立法委員選舉,區域
高雄市第1選區,蘇盈貴,2,男,1958,台灣團結聯盟,44415,11.38%,*,否,第 05 屆立法委員選舉,區域
高雄市第1選區,謝啟大,3,女,1949,新黨,15172,3.89%,,是,第 05 屆立法委員選舉,區域
高雄市第1選區,林錦煌,4,女,1960,無,4168,1.07%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,曾長發,5,男,1943,中國國民黨,23507,6.02%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,趙念渭,6,男,1956,無,971,0.25%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,江綺雯,7,女,1949,中國國民黨,31108,7.97%,*,是,第 05 屆立法委員選舉,區域
高雄市第1選區,陳其邁,8,男,1964,民主進步黨,56550,14.49%,*,是,第 05 屆立法委員選舉,區域
高雄市第1選區,楊色玉,9,女,1959,親民黨,26887,6.89%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,羅世雄,10,男,1969,中國國民黨,33517,8.59%,*,否,第 05 屆立法委員選舉,區域
高雄市第1選區,林壽山,11,男,1953,親民黨,25906,6.64%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,劉明松,12,男,1950,建國黨,398,0.10%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,朱星羽,13,男,1956,民主進步黨,29198,7.48%,*,是,第 05 屆立法委員選舉,區域
高雄市第1選區,葉耀鵬,14,男,1942,無,9569,2.45%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,王天競,15,男,1947,無,7827,2.01%,,是,第 05 屆立法委員選舉,區域
高雄市第1選區,黃萬閎,16,男,1956,無,5029,1.29%,,否,第 05 屆立法委員選舉,區域
高雄市第1選區,梅再興,17,男,1956,親民黨,17949,4.60%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,林宏宗,1,男,1951,中國國民黨,23662,7.79%,,是,第 05 屆立法委員選舉,區域
高雄市第2選區,蔡媽福,2,男,1949,無,4266,1.40%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,楊尹星雯,3,女,1950,無,383,0.13%,,否,第 05 屆立法委員選舉,區域
高雄市第2選區,翁本山,4,男,1950,無,175,0.06%,,否,第 05 屆立法委員選舉,區域
